pull,V,0,,0,Pull the oars .,,Pull the ball .,F,
blow,V,5,,16,Certain insects are said to blow .,,There 's nothing more thrilling to the whale watcher than to see a whale surface and blow .,F,
reason,N,3,,7,Mankind should develop reason above all other virtues .,,"If you do n't give me a reason to go with you , I wo n't .",F,
impression,N,5,,3,The events left a permanent impression in his mind .,,He left the impression of his fingers in the soft mud .,F,
lot,N,1,,3,A lot of money .,,He bought a lot on the lake .,F,
work,N,0,,3,Work equals force times distance .,,He arrived at work early today .,F,
carry,V,2,,1,These bonds carry warrants .,,We carry a very large mortgage .,F,
number,N,1,,5,A number 13 shoe .,,This sweater is an all,F,
work,V,3,,5,The soft metal works well .,,Start from the bottom and work towards the top .,F,
advance,N,1,,3,An advance in health or knowledge .,,She rejected his advances .,F,
fire,V,2,,1,Do n't fire until you see the whites of their eyes .,,Oil fires the furnace .,F,
connect,V,3,,2,The two streets connect to become a highway .,,My computer connected to his computer .,F,
ride,V,2,,1,Shorts that ride up .,,Ship rides at anchor .,F,
hit,V,1,,1,He hit her hard in the face .,,He hit a home run .,F,
head,N,1,,7,A head of lettuce .,,I 've got to go to the head .,F,
cover,N,5,,3,There 's a $ 15 cover tonight .,,They made a cover of a Beatles ' song .,F,
break,V,0,,1,Break a record .,,Voices broke in the air .,F,
break,V,0,,9,Break cigarette smoking .,,On the hottest day of the year the refrigerator broke .,F,
keep,V,9,,0,The family 's fortune waned and they could not keep their household staff .,,Keep count .,F,
tread,V,8,,0,For fools rush in where angels fear to tread .,,Tread grapes to make wine .,F,
support,V,1,,2,I support France in the World Cup .,,The evidence supports the defendant .,F,
time,N,0,,1,Time stops for nobody .,,These times were erroneously converted between zones .,F,
stopover,N,3,,3,They made a stopover to visit their friends .,,There is a stopover to change planes in Chicago .,F,
break,V,2,,2,Let 's break for lunch .,,A man broken by the terrible experience of near,F,
side,N,7,,4,The patient was bleeding on the right side .,,Look on the bright side .,F,
element,N,4,,2,A component or constituent element of a system .,,In your element .,F,
day,N,3,,2,He deserves his day in court .,,In the days of sailing ships .,F,
beat,V,0,,1,Beat the egg whites .,,Agassi beat Becker in the tennis championship .,F,
life,N,5,,9,He hoped for a new life in Australia .,,He could no longer cope with the complexities of life .,F,
play,V,2,,0,Can you play on this old recorder ?,,Play fair .,F,
play,V,0,,0,Play football .,,Play with her feelings .,F,
use,N,4,,5,He warned against the use of narcotic drugs .,,Ballet is beautiful but what use is it ?,F,
break,V,0,,2,Break an alibi .,,The dam broke .,F,
baby,N,6,,3,The annual report has been my baby since September .,,When is your baby due ?,F,
capture,V,0,,1,Capture the essence of Spring .,,She captured all the men 's hearts .,F,
drive,V,0,,1,Drive the game .,,He drives a bread truck .,F,
fire,V,0,,1,Fire a bullet .,,Surrender fires the cold skepticism .,F,
flick,V,0,,2,Flick a piece of paper across the table .,,The lights flicked on and off .,F,
reach,V,2,,2,Our advertisements reach millions .,,The sunlight reached the wall .,F,
go,V,4,,6,How did your interview go ?,,How fast does your new car go ?,F,
stay,V,1,,2,To stay a flat sheet in a steam boiler .,,The judge stayed the execution order .,F,
play,V,0,,1,Play water from a hose .,,Pele played for the Brazilian teams in many important matches .,F,
beat,V,0,,0,Beat the subway fare .,,Beat the table with his shoe .,F,
conclusion,N,1,,1,His conclusion took the evidence into account .,,In conclusion I want to say ...,F,
start,V,1,,0,To start a rumour .,,Start a new job .,F,
case,N,7,,2,The teaching consists of theory lessons and case studies .,,A window case .,F,
detail,N,5,,1,The essay contained too much detail .,,A detail was sent to remove the fallen trees .,F,
call,N,6,,6,He was ejected for protesting the call .,,After two raises there was a call .,F,
authority,N,3,,3,He is an authority on corporate law .,,"I have the authority to penalise the staff in my department , but not the authority to sack them .",F,
engagement,N,5,,8,"We are enjoying a long engagement , but have n't yet set a date .",,The teacher tried to increase his students ' engagement in class activities .,F,
work,V,5,,4,Start from the bottom and work towards the top .,,This dough does not work easily .,F,
opening,N,3,,6,There is an opening in the sales department .,,A salamander darted out of an opening in the rocks .,F,
seize,V,4,,1,Birds of prey often seize small mammals .,,To seize smuggled goods .,F,
order,N,4,,4,The house is in order .,,Magnolias belong to the order Magnoliales .,F,
cut,V,2,,0,The sweat cut little rivulets into her face .,,Cut a movie scene .,F,
play,N,3,,4,They gave full play to the artist 's talent .,,We saw a two,F,
cut,N,2,,4,The unkindest cut of all .,,The mayor proposed extensive cuts in the city budget .,F,
blaze,V,0,,1,Blaze a trail .,,Meteors blazed across the atmosphere .,F,
turn,V,0,,3,Turn the earth in the Spring .,,The cream has turned ,F,
implication,N,4,,9,He was suspected of implication in several robberies .,,The expectation was spread both by word and by implication .,F,
shake,V,0,,2,Shake one 's head .,,He was shaken from his dreams .,F,
stay,V,1,,9,To stay a flat sheet in a steam boiler .,,"After the trial period , she was asked to stay on and work full",F,
charge,N,5,,2,He was arrested on a charge of larceny .,,The admission charge .,F,
play,V,3,,7,Charlie likes to play Mary .,,The engine has a wheel that is playing in a rack .,F,
night,N,5,,4,How do you sleep at night when you attack your kids like that ! ?,,It vanished into the night .,F,
series,N,2,,6,A comedy series .,,His coin collection included the complete series of Indian,F,
replace,V,3,,1,We need to replace the secretary that left a month ago .,,Mary replaced Susan as the team 's captain and the highest,F,
break,V,7,,2,Is it your or my turn to break ?,,Things began breaking bad for him when his parents died .,F,
hang,V,0,,0,Hang a door .,,Hang the venison for a few days .,F,
leave,N,3,,3,She was granted leave to speak .,,He took his leave .,F,
degree,N,3,,3,He earned his degree at Princeton summa cum laude .,,There are 360 degrees in a circle .,F,
connection,N,1,,3,The connection between overeating and obesity .,,There was a connection between eating that pickle and having that nightmare .,F,
escape,N,5,,4,They tried to stop the escape of gas from the damaged pipe .,,The prisoners made their escape by digging a tunnel .,F,
academy,N,1,,0,The Academy of Music .,,Academies of literature and philology .,F,
know,V,1,,1,I know Latin .,,Adam knew Eve .,F,
carry,V,7,,2,He had drunk more than he could carry .,,The troops carried the town after a brief fight .,F,
suck,V,0,,1,Suck the poison from the place where the snake bit .,,This sucks !,F,
book,N,3,,5,He bought a book of stamps .,,They run things by the book around here .,F,
vegetate,V,8,,2,"After a hard day 's work , I vegetate in front of the television .",,The fields vegetate vigorously .,F,
hit,V,2,,3,One boy hit the other .,,I have to hit the MAC machine before the weekend starts .,F,
run,V,2,,3,Do n't run that software unless you have permission . ' .,,The dogs are running deer .,F,
run,V,0,,4,Run an errand .,,Who are these people running around in the building ?,F,
block,N,9,,4,"The store is huge , occupying an entire city block .",,He reserved a large block of seats .,F,
play,V,0,,1,Play with her feelings .,,She plays on her clients ' emotions .,F,
define,V,1,,0,I define myself as a techno,,anarchist .,F,
carry,V,2,,1,These bonds carry warrants .,,Sound carries well over water .,F,
pay,V,0,,2,Pay a call .,,You 'll pay for this !,F,
snap,V,1,,2,To snap a whip .,,The pipe snapped .,F,
work,V,0,,4,Work the raisins into the dough .,,Do you want to work after the age of 60 ?,F,
space,N,8,,1,They tested his ability to locate objects in space .,,The spaces are the notes F,F,
floor,N,5,,5,The fire spared the forest floor .,,The room has a wooden floor .,F,
lap,N,1,,3,The lap of the shingles should be at least ten inches .,,The dog 's laps were warm and wet .,F,
give,V,0,,4,Give the orders .,,I 'm going to give my wife a necklace for her birthday .,F,
beat,V,0,,2,Beat one 's breast .,,This sure beats work !,F,
draw,V,0,,0,Draw a weapon .,,Draw a wagon .,F,
raise,V,6,,5,We visited a farm where they raise chickens .,,A few important questions were raised after the attack .,F,
come,V,2,,2,He 's come a long way .,,Which letter comes before Y ?,F,
stay,V,1,,3,We stayed in Hawaii for a week .,,I can only stay for an hour .,F,
keep,V,2,,2,Can I keep my old stuffed animals ?,,She never keeps her promises .,F,
post,N,7,,2,If you hurry you 'll catch the post .,,This military post provides an important source of income for the town nearby .,F,
touch,N,9,,5,"Suddenly , in the crowd , I felt a touch at my shoulder .",,This dish could use a touch of garlic .,F,
head,N,5,,5,The beer had a large head of foam .,,Admission is three dollars a head .,F,
stand,N,4,,4,They took a firm stand against copyright infringement .,,They cut down a stand of trees .,F,
head,N,1,,3,The head of a comet .,,She gave great head .,F,
faith,N,3,,5,He cherished the faith of a good woman .,,A member of his own faith contradicted him .,F,
declare,V,0,,0,Declare dividends .,,Declare bankruptcy .,F,
work,V,4,,2,He used pliers to work the wire into shape .,,The salesman works the Midwest .,F,
job,N,4,,8,It is always a job to contact him .,,Estimates of the city 's loss on that job ranged as high as a million dollars .,F,
drag,N,3,,3,He took a drag on his cigarette and expelled the smoke slowly .,,He performed in drag .,F,
strike,V,2,,1,We must strike the enemy 's oil fields .,,Panic struck me .,F,
head,N,1,,7,The head of the list .,,I 've got to go to the head .,F,
tendency,N,3,,3,Fabric with a tendency to shrink .,,Denim has a tendency to fade .,F,
gather,V,0,,0,Gather the close family members .,,Gather some stones .,F,
line,N,12,,2,The answer to the comprehension question can be found in the third line of the accompanying text .,,A nice line of shoes .,F,
corner,N,1,,5,A corner on the silver market .,,A piano was in one corner of the room .,F,
correct,V,4,,0,Engineers will work to correct the effects or air resistance .,,Correct the mistakes .,F,
split,N,6,,3,He inserted the wedge into a split in the log .,,He demanded his split before they disbanded .,F,
get,V,3,,0,She did n't get to Chicago until after midnight .,,Get permission to take a few days off from work .,F,
bed,N,6,,1,Slices of hard,,boiled egg on a bed of spinach .,F,
feel,V,1,,1,I feel that we need to try harder .,,I felt my way cautiously through the dangerous business maneuver .,F,
call,N,6,,10,After two raises there was a call .,,"The characters in Henry James ' novels are forever paying calls on each other , usually in the parlor of some residence .",F,
run,V,0,,1,Run riot .,,We ran the ad three times .,F,
application,N,2,,7,A novel application of electronics to medical diagnosis .,,He has tried several different word processing applications .,F,
break,V,5,,0,The book dealer would not break the set .,,Break off the negotiations .,F,
carry,V,1,,1,I carry these thoughts in the back of my head .,,Amanda carried the package from home to New York .,F,
motion,N,3,,3,Police controlled the motion of the crowd .,,He made a motion to adjourn .,F,
way,N,4,,5,Do you know the way to the airport ?,,They split the loot three ways .,F,
pain,N,1,,4,The pain of loneliness .,,The patient developed severe pain and distension .,F,
flux,N,5,,4,It is important to use flux when soldering or oxides on the metal will prevent a good bond .,,His opinions are in flux .,F,
call,V,0,,3,Call a football game .,,I tried to call you all night .,F,
see,V,3,,3,I want to see whether she speaks French .,,I went to see my friend Mary the other day .,F,
breath,N,2,,3,Not a breath of scandal ever touched her .,,The child 's breath came quickly and unevenly .,F,
follow,V,2,,4,Can you follow her argument ?,,The police had been following him for weeks but they could not prove his involvement in the bombing .,F,
test,V,3,,1,She does n't test well .,,She tested high on the LSAT and was admitted to all the good law schools .,F,
air,N,1,,5,An air of mystery .,,The program was on the air from 9 til midnight .,F,
hold,V,0,,5,Hold your tongue .,,About a dozen animals were held inside the stockade .,F,
head,N,1,,3,A head of cauliflower .,,He is two heads taller than his little sister .,F,
hand,N,3,,2,"On the one hand ... , but on the other hand ...",,A good hand .,F,
treat,V,3,,0,I like to treat myself to a day at a spa when I am depressed .,,Treat the infection with antibiotics .,F,
rise,V,0,,2,Rise to a challenge .,,The building rose before them .,F,
fatigue,N,5,,5,He was hospitalized for extreme fatigue .,,He was suffering from museum fatigue .,F,
cut,V,0,,2,Cut paper dolls .,,The Vietnamese cut a lot of timber while they occupied Cambodia .,F,
hold,V,0,,0,Hold in place .,,Hold your breath .,F,
charge,N,5,,5,This cartridge has a powder charge of 50 grains .,,The battery needed a fresh charge .,F,
run,N,3,,4,She got a run in her stocking .,,The ship made its run in record time .,F,
term,N,2,,2,A prison term .,,The general term of an algebraic equation of the n,F,
find,V,6,,1,These aspects of civilization do not find expression or receive an interpretation .,,She found that he had lied to her .,F,
call,V,3,,0,The engineer called round whilst you were away .,,Call roll .,F,
point,N,6,,5,He held me up at the point of a gun .,,The one with the most points will win the game .,F,
title,N,2,,1,"A good title to an estate , or an imperfect title .",,His title to fame .,F,
class,N,3,,6,An emerging professional class .,,Flirting is not unknown in college classes .,F,
pay,V,2,,9,You 'll pay for this opinion later .,,He was allowed to go as soon as he paid .,F,
sight,N,1,,2,The sight of his wife brought him back to reality .,,To gain sight of land .,F,
course,N,6,,3,We offer seafood as the first course .,,He took a course in basket weaving .,F,
give,V,0,,1,Give a course .,,I gave two sons to the war .,F,
gather,V,2,,0,Let 's gather in the dining room .,,Gather some stones .,F,
light,N,7,,4,"Although he saw it in a different light , he still did not understand .",,Do you have a light ?,F,
see,V,2,,3,I 'll see you to the door .,,I want to see results .,F,
play,V,0,,0,Play sports .,,Play with her feelings .,F,
rig,V,0,,0,Rig an election .,,Rig prices .,F,
give,V,0,,3,Give an excuse .,,The roof finally gave under the weight of the ice .,F,
work,V,4,,3,She knows how to work the system .,,Is your husband working again ?,F,
go,V,5,,2,The washing machine wo n't go unless it 's plugged in .,,The policemen went from door to door looking for the suspect .,F,
beat,V,3,,0,The grandfather clock beat midnight .,,Beat one 's breast .,F,
hold,V,0,,1,Hold in place .,,I hold with those who say life is sacred .,F,
hold,V,6,,2,"To carry well , i.e. to hold the head high , with arching neck .",,This theory holds for all irrational numbers .,F,
blow,V,0,,2,Blow on the soup to cool it down .,,The fuse blew .,F,
contact,N,5,,5,Litmus paper turns red on contact with an acid .,,They forget to solder the contacts .,F,
trouble,N,5,,1,He got several girls in trouble .,,One trouble after another delayed the job .,F,
meeting,N,4,,1,There was an informal meeting in my living room .,,His meeting with the salesmen was the high point of his day .,F,
have,V,3,,0,What do we have here ?,,"Have , throw , or make a party .",F,
hit,V,3,,1,He tries to hit on women in bars .,,He hit a home run .,F,
silence,N,2,,3,He needed silence in order to sleep .,,He gestured for silence .,F,
carry,V,1,,2,Marsupials carry their young in a pouch .,,The senator carried his home state .,F,
give,V,2,,2,Do n't give the child this tough meat .,,Can I give you my keys while I go in the pool ?,F,
get,V,0,,1,Get someone mad .,,He got AIDS .,F,
history,N,3,,4,All of human history .,,The dawn of recorded history .,F,
raise,V,1,,0,To raise your walking stick to defend yourself .,,Raise a shout .,F,
look,V,3,,2,You do n't look your age !,,This project looks fishy .,F,
title,N,3,,6,He held the title for two years .,,He had no documents confirming his title to his father 's estate .,F,
side,N,5,,7,It brought out his better side .,,The patient was bleeding on the right side .,F,
case,N,2,,1,The accusative case canonically indicates a direct object .,,A case of the jitters .,F,
depth,N,1,,2,The depth of the water .,,From the depths of darkest Africa .,F,
sophisticate,V,1,,1,To sophisticate the understanding . — Southey .,,To sophisticate wine . — Howell .,F,
go,V,5,,2,The washing machine wo n't go unless it 's plugged in .,,The day went well until I got your call .,F,
get,V,2,,2,We 'll get them !,,Did you get it ?,F,
stretch,V,0,,2,Stretch the imagination .,,I always stretch my muscles before exercising .,F,
move,V,9,,1,The chairman of the company told the salesmen to move the computers .,,She moves in certain circles only .,F,
slot,N,5,,4,He followed the deer 's slot over the soft turf to the edge of the trees .,,The PC had three slots for additional memory .,F,
luck,N,1,,2,The luck of the Irish .,,They say luck is a lady .,F,
step,V,1,,0,To step to one of the neighbors .,,Step off ten yards .,F,
touch,V,3,,9,He could not touch the meaning of the poem .,,"They stood next to each other , their shoulders touching .",F,
stick,V,0,,1,Stick your thumb in the crack .,,She sticks to her principles .,F,
tension,N,4,,3,The direction of maximum tension moves asymptotically toward the direction of the shear .,,There is a tension between these approaches to understanding history .,F,
fringe,N,1,,1,The fringe of a picture .,,Interference fringe .,F,
suffer,V,10,,2,"If you keep partying like this , your school",,work will suffer .,F,
rest,N,6,,7,I need to get a good rest tonight ; I was up late last night .,,The gun was steadied on a special rest .,F,
develop,V,2,,1,We must develop more potential customers .,,We develop the leaders for the future .,F,
bed,N,6,,5,My cat often sleeps on my bed .,,He worked in the coal beds .,F,
cut,V,0,,0,Cut a Ping,,Pong ball .,F,
pay,V,3,,1,Crime does n't pay .,,To pay attention .,F,
treasure,N,4,,6,The pirates hid their treasure on a small island in the West Indies .,,The trunk held all her meager treasures .,F,
question,N,8,,1,His claim to the property has come under question .,,The question of seniority will be discussed at the meeting .,F,
production,N,6,,5,She tends to make a big production out of nothing .,,They hope to increase spaghetti production next year .,F,
catch,V,3,,0,I have to catch a train at 7 o'clock .,,Catch one 's breath .,F,
light,N,4,,4,He finally saw the light .,,He stepped into the light .,F,
pull,V,7,,1,You 'll be sent home if you pull another stunt like that .,,I pulled a muscle in my leg when I jumped up .,F,
presence,N,7,,6,"I 'm convinced that there was a presence in that building that I ca n't explain , which led to my heroic actions .",,Any painter can benefit from the presence of a live model from which to draw .,F,
break,N,5,,5,He finally got his big break .,,It was presented without commercial breaks .,F,
life,N,6,,1,He wanted to live his own life without interference from others .,,The life of this milk carton may be thousands of years in this landfill .,F,
roll,V,0,,1,Roll out the paper .,,She rolled the ball .,F,
beat,V,3,,0,The grandfather clock beat midnight .,,Beat swords into ploughshares .,F,
court,N,1,,6,The court is now in session .,,The girls were playing in the court .,F,
raise,V,1,,0,To raise Sandy Hook light .,,Raise the specter of unemployment .,F,
lie,V,2,,2,Do n't lie to your parents .,,The book lies on the table .,F,
light,N,4,,5,He stepped into the light .,,It brought the scandal to light .,F,
begin,V,0,,0,Begin a new chapter in your life .,,Begin a cigar .,F,
period,N,2,,5,Hastened the period of time of his recovery .,,In England they call a period a stop .,F,
hold,V,0,,0,Hold these truths to be self,,evident .,F,
source,N,3,,6,Pittsburgh is the source of the Ohio River .,,He spent hours looking for the source of that quotation .,F,
set,V,1,,0,To set pear trees in an orchard .,,Set these words in italics .,F,
get,V,0,,3,Get nauseous .,,She did n't get to Chicago until after midnight .,F,
line,N,4,,2,There is a narrow line between sanity and insanity .,,Toe the line .,F,
raise,V,1,,0,We raise hogs here .,,Raise the question of promotions .,F,
line,N,5,,2,I ca n't follow your line of reasoning .,,Toe the line .,F,
pull,N,6,,5,He was sidelined with a hamstring pull .,,Iron fillings drawn by the pull of a magnet .,F,
hold,V,1,,3,I hold with those who say life is sacred .,,Elections will be held on the first Sunday of next month .,F,
leave,V,3,,1,She did n't leave until midnight .,,I left my keys inside the car and locked the doors .,F,
give,V,0,,0,Give priority to .,,Give bond .,F,
cut,V,2,,4,If you cut then I 'll deal .,,The employer wants to cut back health benefits .,F,
see,V,1,,3,I see that you have been promoted .,,We had to see a psychiatrist .,F,
act,V,3,,2,"She wants to act Lady Macbeth , but she is too young for the role .",,"The dog acts ferocious , but he is really afraid of people .",F,
come,V,3,,0,Nothing good will come of this .,,Come down here !,F,
cover,V,4,,2,Is this enough to cover the check ?,,This paint covers well .,F,
line,N,9,,3,"I tried to make a call , but the line was dead .",,Drop me a line when you get there .,F,
see,V,6,,3,The artist must first learn to see .,,I went to see my friend Mary the other day .,F,
authority,N,6,,2,She lost all her respect and authority after turning up drunk to the meeting .,,Tennessee Valley Authority .,F,
hold,V,0,,1,Hold one 's nose .,,I hold with those who say life is sacred .,F,
area,N,4,,4,It was a mountainous area .,,It was a closed area of employment .,F,
limit,N,8,,2,The sequence of reciprocals has zero as its limit .,,To the limit of his ability .,F,
come,V,3,,2,Nothing good will come of this .,,"The bill came to $ 2,000 .",F,
go,V,2,,2,Let 's go this way for a while .,,Her money went on clothes .,F,
fall,V,0,,2,Fall into a trap .,,The estate fell to the oldest daughter .,F,
dress,V,0,,0,Dress the windows .,,Dress the victim 's wounds .,F,
turn,V,0,,0,Turn cartwheels .,,Turn the dial to 10 .,F,
rustle,V,0,,4,Rustle cattle .,,The dry leaves were rustling in the breeze .,F,
part,N,6,,1,He tried to sing the tenor part .,,His part was right in the middle .,F,
hand,N,2,,1,A ranch hand .,,Her hands are really strong .,F,
leave,V,0,,5,Leave your child the nurse 's care .,,"At her death , she left behind her husband and 11 cats .",F,
touch,N,3,,5,He has a touch of rheumatism .,,This piano has a wonderful touch .,F,
trust,N,5,,3,He needs to regain her trust if he is ever going to win her back .,,He betrayed their trust .,F,
charge,V,0,,1,"Charge all weapons , shields , and banners .",,He charged the director with indifference .,F,
shower,V,2,,1,You should shower after vigorous exercise .,,He showered her with presents .,F,
action,N,3,,2,A man of action .,,He saw action in Korea .,F,
notice,N,2,,3,He gave notice two months before he moved .,,"He took no notice of the changes , and went on as though nothing had happened .",F,
carry,V,4,,1,This boat can only carry a small sail .,,Amanda carried the package to New York .,F,
weapon,N,13,,5,The club that is now mostly used for golf was once a common weapon .,,He used all his conversational weapons .,F,
right,N,3,,4,You have no right to go through my personal diary .,,He stood on the right .,F,
post,N,3,,3,He occupied a post in the treasury .,,A pair of posts marked the goal .,F,
third,N,13,,4,"He answered the first question willingly , the second reluctantly , and the third with resentment .",,Now put it into third .,F,
opening,N,3,,4,There is an opening in the sales department .,,He slipped through an opening in the crowd .,F,
foot,N,4,,1,We went there by foot because we could not afford a taxi .,,The foot of the list .,F,
voice,N,3,,1,The wee small voice of conscience .,,The voice of the law .,F,
trade,N,7,,3,They are accused of conspiring to constrain trade .,,They rode the trade winds going west .,F,
shift,V,0,,0,Shift the date for our class reunion .,,Shift one 's position .,F,
split,N,6,,4,He inserted the wedge into a split in the log .,,They announced a two,F,
cut,V,0,,0,Cut my hair .,,Cut the engine .,F,
give,V,3,,0,The French doors give onto a terrace .,,Give a course .,F,
pay,V,0,,1,Pay attention .,,He paid off the loan three months early .,F,
hang,V,0,,0,Hang the venison for a few days .,,Hang one 's head in shame .,F,
stretch,V,7,,2,"During the Inquisition , the torturers would stretch their victims on a rack .",,Let 's stretch for a minute ,F,
court,N,1,,7,The court is now in session .,,The noblemen visited the queen in her court .,F,
glass,N,4,,4,We looked through the glass to see stars .,,Would you like a glass of milk ?,F,
lift,V,0,,0,Lift a ban .,,Lift a load .,F,
life,N,6,,0,He lived a long and happy life .,,Life depends on many chemical and physical processes .,F,
drive,V,0,,0,Drive the cows into the barn .,,Drive the ball far out into the field .,F,
dawn,V,3,,5,"It started to dawn , and we had to get up .",,The age of computers had dawned .,F,
carry,V,1,,6,To carry an account to the ledger .,,How many credits is this student carrying ?,F,
bind,V,0,,2,Bind the books in leather .,,The hydrogen binds the oxygen .,F,
hold,V,0,,2,Hold your temper .,,The book holds in store much valuable advise .,F,
burn,V,1,,2,To burn the mouth with pepper .,,She was burning with anger .,F,
get,V,2,,3,Did you get it ?,,What did you get at the toy store ?,F,
support,N,4,,6,They called for artillery support .,,He applied to the state for support .,F,
raise,V,1,,0,To raise Sandy Hook light .,,Raise hell .,F,
life,N,4,,6,His heroism saved a life .,,"She 's my love , my life .",F,
office,N,5,,3,During his first year in office .,,He rented an office in the new building .,F,
give,V,0,,0,Give priority to .,,Give one 's name .,F,
trend,N,1,,7,The trend of a coastline .,,Not openly liberal but that is the trend of the book .,F,
title,N,1,,3,His title to fame .,,He kept the title to his car in the glove compartment .,F,
way,N,4,,2,If I had my way .,,A lonely way of life .,F,
stay,V,3,,2,I can only stay for an hour .,,The smell stayed in the room .,F,
spend,V,0,,1,Spend money .,,I spent the time on worrying about the future .,F,
light,N,3,,8,They saw the light of the beacon .,,He stopped the car and turned off the lights .,F, he 's not even bothering to work more than once a month .
shock,N,5,,4,Whole fields of wheat in shock .,,It came as a shock to learn that he was injured .,F,
have,V,3,,1,What do we have here ?,,I have two years left .,F,
go,V,5,,5,The washing machine wo n't go unless it 's plugged in .,,These ugly billboards have to go !,F,
grace,N,7,,2,It has become less common to say grace before having dinner .,,God 's grace is manifested in the salvation of sinners .,F,
feel,V,4,,1,I made the students feel different about themselves .,,He felt his flesh crawl .,F,
make,V,0,,0,Make my day .,,Make revolution .,F,
shake,V,0,,3,Shake one 's head .,,The bad news shook her hopes .,F,
read,V,2,,0,The gauge read ` empty ' .,,Read the advertisement .,F,
lead,N,6,,9,The police are following a promising lead .,,We were just waiting for someone to take the lead .,F,
piece,N,4,,6,It was a nice piece of work .,,It is down the road a piece .,F,
keep,V,0,,8,Keep food for a week in the pantry .,,There 's little to earn and many to keep .,F,
space,N,5,,8,It all happened in the space of 10 minutes .,,They tested his ability to locate objects in space .,F,
cut,V,0,,0,Cut grain .,,Cut a disk .,F,
see,V,3,,2,I want to see whether she speaks French .,,Could you see about lunch ?,F,
move,V,1,,1,I move to repel the rule regarding obligatory school uniform .,,He moved his hand slightly to the right .,F,
wall,N,5,,3,His back was to the wall .,,The container 's walls were blue .,F,
hold,V,0,,2,Hold your breath .,,He 's held by a contract .,F,
bounce,V,0,,3,Bounce a check .,,The rubber ball bounced .,F,
go,V,5,,2,This chair has got to go .,,The policemen went from door to door looking for the suspect .,F,
place,N,3,,1,He lost his place on the page .,,Grosvenor Place .,F,
pick,V,1,,2,To pick rags .,,She finally picked her successor .,F,
keep,V,0,,0,Keep potatoes fresh .,,Keep notes .,F,
touch,V,3,,8,The two buildings touch .,,Are you all right ? You 've hardly touched your lunch .,F,
follow,V,7,,0,"When he lectures , I can not follow .",,Follow the trail .,F,
raise,V,1,,2,"To raise a wall , or a heap of stones .",,The President raised several million dollars for his college .,F,
home,N,5,,9,There 's no place like home .,,The teacher asked how many people made up his home .,F,
keep,V,2,,1,May God keep you .,,She keeps an apartment in Paris for her shopping trips .,F,
draw,V,0,,1,Draw a line .,,"To draw a memorial , a deed , or bill of exchange .",F,
hold,V,1,,2,I hold him personally responsible .,,The bridge held .,F,
point,N,4,,3,"10.5 ( "" ten point five "" ; = ten and a half ) .",,He stuck the point of the knife into a tree .,F,
hold,V,1,,2,To hold true .,,He 's held by a contract .,F,
face,N,4,,7,Dew dripped from the face of the leaf .,,He looked out at a roomful of faces .,F,
swing,N,5,,4,The party went with a swing .,,He took a wild swing at my head .,F,
action,N,2,,9,A rifle action .,,Gawkers always try to get as close to the action as possible .,F,
production,N,1,,5,The production of white blood cells .,,They hope to increase spaghetti production next year .,F,
side,N,6,,2,He had a pain in his side .,,The Confederate side was prepared to attack .,F,
center,N,1,,1,Shopping center .,,The center fumbled the handoff .,F,
use,V,0,,3,Use your common sense .,,I ca n't use this tool .,F,
ball,N,4,,5,The children were playing ball in the garden .,,He played with his rubber ball in the bathtub .,F,
trial,N,5,,1,Candidates must compete in a trial of skill .,,The trials for the semifinals began yesterday .,F,
tame,V,0,,3,Tame the soil .,,The author finally tamed some of his potentially offensive statements .,F,
come,V,0,,1,Come out of the closet !,,He comes from humble origins .,F,
cycle,N,9,,4,"The "" Ring of the Nibelung "" is a cycle of four operas by Richard Wagner , the famous nineteenth",,century German composer .,F,
stay,V,0,,4,Stay alone .,,"After graduation , she stayed on in Cambridge as a student adviser .",F,
face,N,9,,7,I wish I had seen the look on his face when he got the news .,,He looked out at a roomful of faces .,F,
see,V,3,,3,I 'll probably see you at the meeting .,,The 1960 's saw the rebellion of the younger generation against established traditions .,F,
treat,V,0,,1,Treat an oil spill .,,You treated me like a fool .,F,
trial,N,1,,5,A trial of progesterone failed to relieve the pain .,,Candidates must compete in a trial of skill .,F,
cover,V,0,,2,Cover your head !,,The period covered the turn of the century .,F,
give,V,1,,1,I give you two minutes to respond .,,She gave him First Aid .,F,
raise,V,1,,0,We raise hogs here .,,Raise the price of bread .,F,
shed,V,3,,2,I did n't shed many tears when he left me .,,Our dog sheds every Spring .,F,
light,N,5,,2,It brought the scandal to light .,,Put that light out !,F,
appear,V,3,,2,He had to appear in court last month .,,A ship appeared .,F,
tell,V,2,,1,He could tell that she was unhappy .,,Ellen told Helen about the situation .,F,
time,N,4,,3,He waited a long time .,,He had a time holding back the tears .,F,
drop,V,0,,2,Drop a hint .,,The light dropped from the ceiling .,F,
turn,V,0,,2,Turn your palm this way .,,The company turned a good profit after a year .,F,
play,N,3,,5,They gave full play to the artist 's talent .,,The coach drew up the plays for her team .,F,
life,N,12,,5,"Having experienced both , the vampire decided that he preferred (un)death to life .",,He appointed himself emperor for life .,F,
construction,N,4,,5,He had worked in construction all his life .,,I concluded from his awkward constructions that he was a foreigner .,F,
roll,V,0,,1,Roll your hair around your finger .,,Bill rolled the ball down the hill .,F,
operation,N,7,,2,The power of its engine determines its operation .,,A multinational operation .,F,
